CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,TIME_DIFF,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,neighborhood,neighborhood_services_district,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,completion.time
1.01E+11,7/5/12 19:56,7/23/12 13:46,17:17:50,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,20-24 Harvard Ave  Allston  MA  02134,Allston / Brighton,15,20-24 Harvard Ave,2134,42.35503,-71.13238,Citizens Connect App,425.8333333
1.01E+11,7/5/12 19:57,7/23/12 13:45,17:17:48,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,25 Harvard Ave  Allston  MA  02134,Allston / Brighton,15,25 Harvard Ave,2134,42.354828,-71.133027,Citizens Connect App,425.8
1.01E+11,7/6/12 9:26,7/9/12 15:13,3:05:47,Closed,Case Closed Case Referred to External Agency USPS jurisdiction.  Details forwarded. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,336 Commonwealth Ave  Boston  MA  02115,Back Bay,14,336 Commonwealth Ave,2115,42.34907,-71.08705,Citizens Connect App,77.78333333
1.01E+11,7/6/12 15:19,7/20/12 11:21,13:20:02,Closed,Case Closed Case Resolved   This request has been compleetd and has been done in the past. Also  35 Peterborough Street was done. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,45 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,45 Peterborough St,2215,42.34402,-71.09703,Citizens Connect App,332.0333333
1.01E+11,7/6/12 15:20,7/9/12 11:27,2:20:07,Closed,Case Closed Case Resolved   This is a duplicate and refer to cn#101000446079. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,45 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,45 Peterborough St,2215,42.34402,-71.09703,Citizens Connect App,68.11666667
1.01E+11,7/6/12 16:02,7/19/12 15:10,12:23:07,Closed,Case Closed Case Resolved   This request has been completed and has been done in the past. ,Graffiti: Ward 21  2101  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,465 Park Dr  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,465 Park Dr,2215,42.346282,-71.10449,Self Service,311.1166667
1.01E+11,7/7/12 2:00,7/23/12 13:42,16:11:42,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,777 Tremont St  Roxbury  MA  02118,South End,6,777 Tremont St,2118,42.339623,-71.080228,Citizens Connect App,395.7
1.01E+11,7/7/12 10:45,7/12/12 11:39,5:00:53,Closed,Case Closed Case Resolved   This request has been compleetd . ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,9 Cummins Hwy  Roslindale  MA  02131,Roslindale,10,9 Cummins Hwy,2131,42.285965,-71.127908,Citizens Connect App,120.8833333
1.01E+11,7/7/12 11:09,7/13/12 16:24,6:05:14,Closed,Case Closed Case Resolved done 7-10-12 ,Park Maintenance: Mozart St. Playground,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,10 Mozart St  Jamaica Plain  MA  02130,Jamaica Plain,11,10 Mozart St,2130,42.322381,-71.104498,Citizens Connect App,149.2333333
1.01E+11,7/7/12 11:10,7/13/12 16:23,6:05:13,Closed,Case Closed Case Resolved done 7-10-12 ,Park Maintenance: Mozart St. Playground,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,10 Mozart St  Jamaica Plain  MA  02130,Jamaica Plain,11,10 Mozart St,2130,42.322381,-71.104498,Citizens Connect App,149.2166667
1.01E+11,7/7/12 11:11,7/9/12 11:33,2:00:21,Closed,Case Closed Case Resolved   this is a duplicate and refer to cn#101000446294. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,10 Mozart St  Jamaica Plain  MA  02130,Jamaica Plain,11,10 Mozart St,2130,42.322381,-71.104498,Citizens Connect App,48.35
1.01E+11,7/7/12 11:12,7/9/12 11:34,2:00:21,Closed,Case Closed Case Resolved   this is a duplicate and refer to cn#101000446293. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,10 Mozart St  Jamaica Plain  MA  02130,Jamaica Plain,11,10 Mozart St,2130,42.322381,-71.104498,Citizens Connect App,48.35
1.01E+11,7/7/12 11:26,7/18/12 11:35,11:00:08,Closed,Case Closed Case Resolved   This request has been compleetd and has been done three times. Aslo  23 Tyler Street was done and this site has been done five times in the past. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,19 Harrison Ave  Boston  MA  02111,Downtown / Financial District,4,19 Harrison Ave,2111,42.35198,-71.06148,Citizens Connect App,264.1333333
1.01E+11,7/8/12 13:08,7/24/12 12:09,15:23:00,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,178 Brighton Ave  Allston  MA  02134,Allston / Brighton,15,178 Brighton Ave,2134,42.35296,-71.13344,Citizens Connect App,383
1.01E+11,7/8/12 13:08,7/24/12 12:18,15:23:09,Closed,Case Closed Case Resolved   This request has been completed and 57 & 59 Brighton Avenue were done.  All sites have done several times in the past. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,164-174 Brighton Ave  Allston  MA  02134,Allston / Brighton,15,164-174 Brighton Ave,2134,42.35292,-71.13306,Citizens Connect App,383.15
1.01E+11,7/8/12 14:55,7/11/12 8:41,2:17:46,Closed,Case Closed Case Resolved control box has been painted. ,Graffiti Removal - paint control box - Dist 2,Property Management,Graffiti,Graffiti Removal,PWDx_District 02: Jamaica Plain,PWDx,5 Crosby Sq  Jamaica Plain  MA  02130,Jamaica Plain,11,5 Crosby Sq,2130,42.307884,-71.109346,Citizens Connect App,65.76666667
1.01E+11,7/8/12 14:56,7/9/12 14:11,0:23:15,Closed,Case Closed Case Resolved   This is a duplicate and refer to cn#101000446396. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,6 Williams St  Jamaica Plain  MA  02130,Jamaica Plain,11,6 Williams St,2130,42.307708,-71.10949,Citizens Connect App,23.25
1.01E+11,7/8/12 14:57,7/9/12 12:30,0:21:32,Closed,Case Closed Case Resolved   This is a duplicate and refer to cn#101000446546. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,6 Williams St  Jamaica Plain  MA  02130,Jamaica Plain,11,6 Williams St,2130,42.307708,-71.10949,Citizens Connect App,21.53333333
1.01E+11,7/8/12 15:06,7/11/12 16:46,3:01:40,Closed,Case Closed Case Referred to External Agency DCR jurisdiction.  Details forwarded. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,19 Anson St  Jamaica Plain  MA  02130,Jamaica Plain,11,19 Anson St,2130,42.30288,-71.11346,Citizens Connect App,73.66666667
1.01E+11,7/8/12 15:06,7/20/12 14:12,11:23:05,Closed,Case Closed Case Resolved   the graffiti crew could only find water & sewer markings which they can't remove. So  if you have a different graffiti removal request we will need more information or you can open a new request with 617-635-4500. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,226 South St  Jamaica Plain  MA  02130,Jamaica Plain,11,226 South St,2130,42.3024,-71.11382,Citizens Connect App,287.0833333
1.01E+11,7/9/12 9:15,7/25/12 11:58,16:02:42,Closed,Case Closed Case Resolved   This request has been completed. Also  8 Royce Road was done. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1254 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,15,1254 Commonwealth Ave,2134,42.34937,-71.13203,Citizens Connect App,386.7
1.01E+11,7/9/12 9:18,7/25/12 11:54,16:02:35,Closed,Case Closed Case Resolved   This request ahs been completed and 1371 Commonwealth Avenue was done. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1236-1232 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,15,1236-1232 Commonwealth Ave,2134,42.34977,-71.13114,Citizens Connect App,386.5833333
1.01E+11,7/9/12 10:56,7/9/12 11:18,0:00:21,Closed,Case Closed Case Resolved   This is a duplicate and refer to cn#101000444258. ,Graffiti: Ward 10  1003  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,41 Calumet St  Mission Hill  MA  02120,Mission Hill,14,41 Calumet St,2120,42.3326,-71.10577,Constituent Call,0.35
1.01E+11,7/9/12 11:38,7/19/12 10:06,9:22:28,Closed,Case Closed Case Resolved   The graffiti team can't remove this graffiti because the building is against the railroad tracks. There is no space for the crew to work and the owner of building should remove this graffiti. ,Graffiti: Ward 13  1310  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,215 Sydney St  Dorchester  MA  02125,Dorchester,7,215 Sydney St,2125,42.31881,-71.05244,Self Service,238.4666667
1.01E+11,7/9/12 13:03,7/26/12 12:26,16:23:22,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti: Ward 22  2210  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,17 Shanley St  Brighton  MA  02135,Allston / Brighton,15,17 Shanley St,2135,42.34834,-71.15836,Self Service,407.3666667
1.01E+11,7/9/12 18:09,7/13/12 12:03,3:17:54,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,500-504 Main St  Charlestown  MA  02129,Charlestown,2,500-504 Main St,2129,42.38293,-71.07203,Citizens Connect App,89.9
1.01E+11,7/9/12 19:46,7/10/12 7:58,0:12:11,Closed,Case Closed Case Resolved   This is a duplicate and referv to cn#101000447136. ,Graffiti: Ward 11  1107  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,3348-3356 Washington St  Jamaica Plain  MA  02130,Jamaica Plain,11,3348-3356 Washington St,2130,42.309298,-71.104472,Constituent Call,12.18333333
1.01E+11,7/9/12 19:48,7/12/12 11:21,2:15:32,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,3348-3350 Washington St  Jamaica Plain  MA  02130,Jamaica Plain,11,3348-3350 Washington St,2130,42.309242,-71.104549,Constituent Call,63.53333333
1.01E+11,7/9/12 20:31,7/12/12 11:37,2:15:06,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1605 Hyde Park Ave  Hyde Park  MA  02136,Hyde Park,10,1605 Hyde Park Ave,2136,42.244094,-71.12999,Citizens Connect App,63.1
1.01E+11,7/10/12 8:58,7/19/12 15:08,9:06:10,Closed,Case Closed Case Resolved   this request has been completed and has been done five times in the past. ,Graffiti: Ward 5  0507  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,133 Newbury St  Boston  MA  02116,Back Bay,14,133 Newbury St,2116,42.351328,-71.076962,Constituent Call,222.1666667
1.01E+11,7/10/12 16:17,7/16/12 12:16,5:19:58,Closed,Case Closed Case Resolved Has been removed ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_District 10A: Roxbury,PWDx,9 Kenney St  Jamaica Plain  MA  02130,Jamaica Plain,11,9 Kenney St,2130,42.32459,-71.10919,Citizens Connect App,139.9666667
1.01E+11,7/10/12 17:17,7/19/12 15:07,8:21:50,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti: Ward 5  0507  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,144 Commonwealth Ave  Boston  MA  02116,Back Bay,14,144 Commonwealth Ave,2116,42.351632,-71.077478,Constituent Call,213.8333333
1.01E+11,7/10/12 19:09,7/18/12 11:50,7:16:40,Closed,Case Closed Case Resolved   This request has been completed and has been done in the past. ,Graffiti: Ward 10  1003  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,41 Calumet St  Mission Hill  MA  02120,Mission Hill,14,41 Calumet St,2120,42.3326,-71.10577,Constituent Call,184.6666667
1.01E+11,7/10/12 20:18,7/18/12 11:32,7:15:13,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti: Ward 16  1603  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,89 Brent St  Dorchester  MA  02124,Dorchester,8,89 Brent St,2124,42.29002,-71.06632,Constituent Call,183.2166667
1.01E+11,7/11/12 6:43,7/25/12 10:45,14:04:02,Closed,"Case Closed Case Resolved 7/22/12 130pm did not see graffiti at this time     Respectfully   Sgt. Chris""Tiger""Stockbridge  Code Enforcement Police  1010 Mass Ave. 4th Floor  Boston  MA 02118  617-635-4896 ",Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,27 Bowdoin St  Boston  MA  02114,Beacon Hill,3,27 Bowdoin St,2114,42.360441,-71.063105,Citizens Connect App,340.0333333
1.01E+11,7/11/12 8:03,7/20/12 11:19,9:03:16,Closed,Case Closed Case Resolved   This request has been completed and has been done three times in the past. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,165 Hemenway St  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,14,165 Hemenway St,2115,42.34145,-71.09111,Citizens Connect App,219.2666667
1.01E+11,7/11/12 8:03,7/19/12 15:08,8:07:04,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,114 Hemenway St  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,13,114 Hemenway St,2115,42.34307,-71.08992,Citizens Connect App,199.0666667
1.01E+11,7/11/12 8:04,8/10/12 8:14,30:00:10,Closed,Case Closed Case Resolved Graffiti removed. ,Park Maintenance: Billings Field,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,15 Bellevue St  West Roxbury  MA  02132,West Roxbury,12,15 Bellevue St,2132,42.28317,-71.15628,Citizens Connect App,720.1666667
1.01E+11,7/11/12 8:04,7/19/12 12:22,8:04:18,Closed,Case Closed Case Resolved   This request has been completed and has been done three times in the past. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,486 Shawmut Ave  Roxbury  MA  02118,South End,6,486 Shawmut Ave,2118,42.33833,-71.07632,Citizens Connect App,196.3
1.01E+11,7/11/12 15:37,7/19/12 15:06,7:23:28,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti: Ward 1  0105  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,189 Paris St  East Boston  MA  02128,East Boston,1,189 Paris St,2128,42.37395,-71.0348,Constituent Call,191.4666667
1.01E+11,7/12/12 7:13,7/31/12 13:26,19:06:12,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,28-32 Rugg Rd  Allston  MA  02134,Allston / Brighton,15,28-32 Rugg Rd,2134,42.355663,-71.136078,Citizens Connect App,462.2
1.01E+11,7/12/12 7:16,7/13/12 7:11,0:23:54,Closed,Case Closed Case Noted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Traffic Signal_Repair,BTDT,168 Allston St  Allston  MA  02134,Allston / Brighton,15,168 Allston St,2134,42.34766,-71.13801,Citizens Connect App,23.9
1.01E+11,7/12/12 8:52,7/20/12 10:32,8:01:40,Closed,Case Closed Case Resolved   This request has been completed and has been done in the past. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,826 Huntington Ave  Boston  MA  02115,Mission Hill,14,826 Huntington Ave,2115,42.33304,-71.10913,Citizens Connect App,193.6666667
1.01E+11,7/12/12 9:13,7/19/12 15:06,7:05:53,Closed,Case Closed Case Resolved   This request has been completed and has been done in the past. ,Graffiti: Ward 1  0101  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,199 Webster St  East Boston  MA  02128,East Boston,1,199 Webster St,2128,42.365031,-71.033695,Constituent Call,173.8833333
1.01E+11,7/12/12 10:50,7/12/12 11:12,0:00:22,Closed,Case Closed Case Resolved   This is a duplicate and has been sent to the U.S. Postal service for removal ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,300 Massachusetts Ave  Boston  MA  02115,Back Bay,14,300 Massachusetts Ave,2115,42.34321,-71.08515,Citizens Connect App,0.366666667
1.01E+11,7/12/12 10:52,7/17/12 7:13,4:20:21,Closed,Case Closed Case Noted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Traffic Signal_Repair,BTDT,15 Westland Ave  Boston  MA  02115,Back Bay,14,15 Westland Ave,2115,42.343689,-71.086548,Citizens Connect App,116.35
1.01E+11,7/12/12 10:55,7/13/12 7:18,0:20:23,Closed,Case Closed Case Noted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Traffic Signal_Repair,BTDT,221 Massachusetts Ave  Boston  MA  02115,Back Bay,14,221 Massachusetts Ave,2115,42.34448,-71.08682,Citizens Connect App,20.38333333
1.01E+11,7/12/12 16:43,7/19/12 12:32,6:19:49,Closed,Case Closed Case Resolved   This request has been completed and was a large task to complete. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,234 Harrison Ave  Boston  MA  02111,Downtown / Financial District,4,234 Harrison Ave,2111,42.34769,-71.06174,Citizens Connect App,163.8166667
1.01E+11,7/12/12 17:39,7/20/12 14:51,7:21:11,Closed,Case Closed Case Resolved could not find graffiti 7-16-12 ,Park Maintenance: Condor Street Park,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,300 Condor St  East Boston  MA  02128,East Boston,1,300 Condor St,2128,42.382954,-71.029457,Citizens Connect App,189.1833333
1.01E+11,7/12/12 17:41,7/16/12 14:21,3:20:39,Closed,Case Closed Case Resolved ,Graffiti Removal - paint control box - Dist 1A,Property Management,Graffiti,Graffiti Removal,PWDx_District 1A: Charlestown,PWDx,83 Cambridge St  Charlestown  MA  02129,Charlestown,2,83 Cambridge St,2129,42.38294,-71.07773,Citizens Connect App,92.65
1.01E+11,7/12/12 17:56,7/20/12 15:02,7:21:05,Closed,Case Closed Case Resolved graffiti removed done 7-16-12 ,Park Maintenance: Walker Playground,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,550 Norfolk St  Mattapan  MA  02126,Greater Mattapan,9,550 Norfolk St,2126,42.3594,-71.0587,Citizens Connect App,189.0833333
1.01E+11,7/12/12 20:22,7/20/12 14:57,7:18:34,Closed,Case Closed Case Resolved done 7-16-12 ,Park Maintenance: Commonwealth Avenue Mall,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,154-170 Commonwealth Ave  Boston  MA  02116,Back Bay,14,154-170 Commonwealth Ave,2116,42.351284,-71.078648,Citizens Connect App,186.5666667
1.01E+11,7/13/12 12:04,7/20/12 11:20,6:23:15,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,102 Queensberry St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,102 Queensberry St,2215,42.34178,-71.09969,Citizens Connect App,167.25
1.01E+11,7/13/12 14:54,7/18/12 9:53,4:18:58,Closed,Case Closed Case Resolved   This is a duplicate and refer to cn#101000444125 ,Graffiti: Ward 22  2201  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,500 Lincoln St  Allston  MA  02134,Allston / Brighton,15,500 Lincoln St,2134,42.35753,-71.12959,Constituent Call,114.9666667
1.01E+11,7/13/12 17:54,7/20/12 15:08,6:21:13,Closed,Case Closed Case Resolved done 7-19-12 ,Park Maintenance: Commonwealth Avenue Mall,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,163 Commonwealth Ave  Boston  MA  02116,Back Bay,14,163 Commonwealth Ave,2116,42.35209,-71.0791,Citizens Connect App,165.2166667
1.01E+11,7/13/12 19:36,7/23/12 13:41,9:18:05,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti: Ward 19  1901  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,456 Centre St  Jamaica Plain  MA  02130,Jamaica Plain,11,456 Centre St,2130,42.31955,-71.11143,Self Service,234.0833333
1.01E+11,7/14/12 3:55,7/18/12 15:29,4:11:34,Closed,Case Closed Case Resolved work crew remove items from sidewalk an roadway. ,Graffiti Removal - power wash s/walk - Dist 7,Property Management,Graffiti,Graffiti Removal,PWDx_District 07: South Dorchester,PWDx,73 Woodbole Ave  Mattapan  MA  02126,Greater Mattapan,9,73 Woodbole Ave,2126,42.27724,-71.08207,Citizens Connect App,107.5666667
1.01E+11,7/14/12 12:35,7/16/12 11:31,1:22:56,Closed,Case Closed Case Resolved Constituent reports all set ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,167 Commonwealth Ave  Boston  MA  02116,Back Bay,14,167 Commonwealth Ave,2116,42.35205,-71.07928,Citizens Connect App,46.93333333
1.01E+11,7/14/12 13:06,7/20/12 11:14,5:22:07,Closed,Case Closed Case Resolved   This request has been completed and has been done four times in the past. ,Graffiti: Ward 5  0501  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,51-53 Church St  Boston  MA  02116,Back Bay,6,51-53 Church St,2116,42.34981,-71.06833,Self Service,142.1166667
1.01E+11,7/14/12 13:20,7/16/12 11:25,1:22:05,Closed,Case Closed Case Noted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,5 Commonwealth Ave  Boston  MA  02116,Back Bay,14,5 Commonwealth Ave,2116,42.353876,-71.072494,Citizens Connect App,46.08333333
1.01E+11,7/14/12 17:46,7/20/12 14:31,5:20:45,Closed,Case Closed Case Resolved done  ,Park Maintenance: Billings Field,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,369 Lagrange St  West Roxbury  MA  02132,West Roxbury,12,369 Lagrange St,2132,42.280276,-71.156878,Citizens Connect App,140.75
1.01E+11,7/15/12 10:03,7/18/12 11:35,3:01:32,Closed,Case Closed Case Resolved painted by  f ciampa ,Graffiti Removal - paint control box - Dist 1C,Property Management,Graffiti,Graffiti Removal,PWDx_District 1C: Downtown,PWDx,5 Blossom St  Boston  MA  02114,Beacon Hill,3,5 Blossom St,2114,42.36185,-71.06661,Citizens Connect App,73.53333333
1.01E+11,7/16/12 15:32,7/18/12 10:47,1:19:15,Closed,Case Closed Case Resolved   The graffiti removal team has removal height restrictions. The owner of the building should remove this graffiti due the height location. ,Graffiti: Ward 3  0308  Anti-Semitic,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,231-235 Harrison Ave  Boston  MA  02111,Downtown / Financial District,4,231-235 Harrison Ave,2111,42.34747,-71.06302,Constituent Call,43.25
1.01E+11,7/16/12 17:36,7/31/12 7:30,14:13:54,Closed,Case Closed Case Resolved This barrel did not belong to BPW  it's a Parks Dept. barrel. The grafitti was already taken off when we inspected it and surrounding barrels. ,Graffiti Removal/litter basket,Property Management,Graffiti,Graffiti Removal,PWDx_Request for Litter Basket Installation,PWDx,21 Fairfield St  Boston  MA  02116,Back Bay,14,21 Fairfield St,2116,42.35104,-71.08302,Citizens Connect App,349.9
1.01E+11,7/17/12 9:08,7/20/12 11:15,3:02:07,Closed,Case Closed Case Resolved   This request has been completed and Tremont Street & Shawmut Avenue was done. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,364 Tremont St  Boston  MA  02116,Downtown / Financial District,6,364 Tremont St,2116,42.34817,-71.0672,Citizens Connect App,74.11666667
1.01E+11,7/17/12 14:12,7/18/12 10:53,0:20:41,Closed,Case Closed Case Resolved   This is a duplicate and refer to cn#101000449698. ,Graffiti: Ward 5  0501  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,51-53 Church St  Boston  MA  02116,Back Bay,6,51-53 Church St,2116,42.34981,-71.06833,Constituent Call,20.68333333
1.01E+11,7/17/12 15:35,7/20/12 13:10,2:21:34,Closed,Case Closed Case Resolved   This request has been completed and has been done four times in the past. ,Graffiti: Ward 11  1101  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,301 Highland St  Roxbury  MA  02119,Roxbury,13,301 Highland St,2119,42.324604,-71.097356,Self Service,69.56666667
1.01E+11,7/17/12 18:56,7/23/12 13:50,5:18:53,Closed,Case Closed Case Resolved   This request has been completed. ,Graffiti: Ward 11  1102  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,2717-2719 Washington St  Roxbury  MA  02119,Roxbury,13,2717-2719 Washington St,2119,42.32327,-71.09006,Constituent Call,138.8833333
1.01E+11,7/18/12 12:26,7/18/12 13:09,0:00:43,Closed,Case Closed Case Resolved   this is a duplicate and refer to cn#101000451074. ,Graffiti: Ward 11  1101  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,301 Highland St  Roxbury  MA  02119,Roxbury,13,301 Highland St,2119,42.324604,-71.097356,Constituent Call,0.716666667
1.01E+11,7/18/12 15:17,7/19/12 7:51,0:16:34,Closed,Case Closed Case Resolved   The graffiti team has height removal restrictions and this site is too high for them to remove. The owner of the building should remove this graffiti. ,Graffiti: Ward 3  0306  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,21 Bowdoin St  Boston  MA  02114,Beacon Hill,3,21 Bowdoin St,2114,42.36058,-71.06307,Constituent Call,16.56666667
1.01E+11,7/18/12 20:07,7/19/12 9:51,0:13:43,Closed,Case Closed Case Referred to External Agency USPS jurisdiction. Information forwarded to USPS. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,329 Commonwealth Ave  Boston  MA  02115,Back Bay,14,329 Commonwealth Ave,2115,42.34987,-71.08731,Citizens Connect App,13.71666667
1.01E+11,7/18/12 20:08,7/19/12 9:50,0:13:42,Closed,Case Closed Case Referred to External Agency USPS jurisdiction. Information forwarded to USPS. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,347 Commonwealth Ave  Boston  MA  02115,Back Bay,14,347 Commonwealth Ave,2115,42.34965,-71.08815,Citizens Connect App,13.7
